company,domain,headquarters,employees,ownership,year_founded,description,source_list,flag
"Comtel Systems Technology, Inc.",comtelsys.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
Irish Communication Company,irishteam.net,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
Kaemmerlen Electric,kaemmerlen.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
Uptime Electric Inc.,uptimeelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
Capitol Electric Construction Company,capitolelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
"Geiger Brothers, Inc.",geigerbrothers.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
Lemberg,lembergelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
Schenectady Hardware & Electric,sheinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
JCT Solutions,jctnj.com,[unknown],[unknown],[unknown],[unknown],[unknown],NEJPTRNT,
BP p.l.c.,bp.com,"London, UK",299352,Public,1909,"BP p.l.c. is an integrated energy company that produces and refines crude oil and natural gas, markets fuels and lubricants to commercial and retail customers, trades energy commodities, and invests in renewable energy and lower‑carbon fuels. They typically serve industrial and commercial energy buyers as well as retail fuel customers, and they claim to be diversifying their portfolio by expanding wind, biofuels, hydrogen and electric‑vehicle charging offerings alongside traditional petroleum operations.",55X5CPA6,NON_US_HQ
"Popeyes Louisiana Kitchen, Inc. (Popeyes)",popeyes.com,"Miami, FL",175350,Private Subsidiary,1972,"Popeyes is a quick-service restaurant chain that specializes in Southern-style chicken and seafood dishes. Their typical customers are individuals and families looking for a convenient and affordable dining option. Popeyes differentiates itself through its unique blend of Cajun and Creole flavors, as well as its famous buttermilk biscuits. They also market themselves as offering a ""Louisiana Fast"" dining experience, emphasizing the authentic and flavorful nature of their menu items.",55X5CPA6,
Siemens AG,siemens.com,"München, Germany",611022,Private Subsidiary,1847,"Siemens AG is a global technology company that focuses on electrification, automation, and digitalization. Their products and services range from power generation and distribution to medical imaging and industrial automation. Their typical customers include energy providers, manufacturers, healthcare institutions, and infrastructure companies. Siemens differentiates itself through its focus on innovation, sustainability, and providing comprehensive solutions for their customers' needs.",55X5CPA6,NON_US_HQ
"Republic Services, Inc.",republicservices.com,"Phoenix, AZ",105779,Public,1998,"Republic Services provides integrated non-hazardous solid waste collection, transportation, recycling, and disposal services for municipal, commercial, industrial, multifamily, and residential customers and emphasizes a broad operational network and investments in recycling and landfill-gas-to-energy infrastructure.",55X5CPA6,
Turner Construction Company,turnerconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Marsh & McLennan Companies, Inc.",marshmclennan.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"United Rentals, Inc.",unitedrentals.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Principal Financial Group,principal.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Huntington National Bank,huntington.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
BrandSafway,brandsafway.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Brown & Brown, Inc.",bbrown.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Renewal by Andersen,renewalbyandersen.homes,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Great American Insurance Group,greatamericaninsurancegroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Acrisure, LLC",acrisure.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Roadsafe Traffic Systems, Inc",roadsafetraffic.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Cherry Bekaert Advisory, LLC",cbh.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Irving Materials, Inc.",irvmat.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Aerotek, Inc.",aerotek.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Messer Construction Co.,messer.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Central Bancompany,centralbank.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Houchens Industries, Inc.",houchens.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
WillScot,willscot.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
WesBanco,wesbanco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Enterprise Fleet Management,efleets.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Knapheide,knapheide.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
MEI Industrial Solutions,meiindustrialsolutions.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Gray, Inc.",gray.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Rumpke Waste & Recycling,rumpke.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Charah Solutions, Inc.",charah.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kentucky Farm Bureau Mutual Insurance Company,kyfb.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Steptoe & Johnson PLLC,steptoe-johnson.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hennecke GmbH,hennecke.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Valley Interior Systems,buildwithvalley.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kalkreuth Roofing And Sheet Metal,krsm.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Louisville Paving and Construction Co.,loupaving.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Boyd CAT,boydcat.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Dean Dorton,deandorton.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Gordian,gordian.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Mobile Air & Power Rentals,mobileair.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"American Roofing & Metal Company, Inc.",americanroofingonline.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Purple Wave, Inc.",purplewave.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Shepherd Insurance,shepherdins.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Houchens Insurance Group,higusa.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Brandeis,brandeismachinery.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Amteck, LLC",amteck.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Blue & Co., LLC",blueandco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Servpro,servpro.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
AMAROK,amarok.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
TP Mechanical,tpmechanical.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Stites & Harbison, PLLC",stites.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tri-State,tri-stateservicegroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Rising Sun Developing,risingsundeveloping.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bullard,bullard.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Yamamoto FB Engineering,yamamotofineblanking.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Jackson Kelly PLLC,jacksonkelly.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sternberg Automotive Group,sternbergs.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Total Tool Supply, Inc.",totaltool.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Green Mechanical Construction, Inc.",gmci.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Southern Pipeline Construction Company, Inc.",southernpipeline.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
RLA Utilities,rlautilities.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
MAC Construction,macconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"UMR, Inc.",umr.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
CNC Foundations,cncfoundations.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
AE Electrical Solutions,aees.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
HouseRight,houseright.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Powell Valley Millwork LLC,pvmillwork.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Porta Kleen,portakleen.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Anderson Communities,andersoncommunities.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Dant Clayton Corporation,stadiumbleachers.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Denham-Blythe Company, Inc",denhamblythe.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Dean Builds, Inc.",deanbuilds.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Peak Construction Corporation,peakconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"C.J. Hughes Construction Co, Inc.",cjhughes.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Elliott Supply & Glass,elliottcompanies.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Grayhawk LLC,grayhawk-ky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"ABG Caulking Contractors, Inc.",abgcaulking.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Judy Const,judycc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Clay Ingels Co LLC,clayingels.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Klausing Group,klausinggroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Loveland Excavating and Paving, Inc.",lovelandexcavatingandpaving.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
EOS Worldwide,eosworldwide.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Paul Hemmer Company,paulhemmer.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Harrod Concrete & Stone,harrodco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Safe Zone Services,safezoneservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
LBX Company,lbxco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Brown Construction, Inc.",brown-construction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
The Murphy Elevator Company,murphyelevator.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
LockNet,locknet.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bme Inc.,bmeinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Marine Solutions, Inc.",msimarinesolutions.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hakes Brothers,hakesbrothers.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Davis & Plomin Mechanical,davisandplomin.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hammer and Steel,hammersteel.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"TIS Insurance Services, Inc .",tisins.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Ranger Industrial Services,rangeris.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Wehr Constructors, Inc.",wehrconstructors.com,"Louisville, KY",114,Bootstrapped,1945,"Wehr Constructors, Inc. is a construction manager and general contractor serving institutional and organizational clients (healthcare, education, commercial, government, religious/non-profit, industrial) that markets itself as community-focused and culture-driven, emphasizing teamwork, faith, character, relationship-building, professional project delivery, and safety.",55X5CPA6,
J. A. Street & Associates,jastreet.com,"Blountville, TN",113,Bootstrapped,[unknown],"J. A. Street & Associates is a general contracting firm specializing in design-build and construction management for commercial, industrial, and institutional clients. They serve businesses such as retailers, manufacturers, institutional owners, and developers and claim to differentiate through an integrated, single-source project delivery model and a collaborative team approach.",55X5CPA6,
Insight Risk Management,irmllc.com,"Cordova, TN",111,Private Subsidiary,2013,"Insight Risk Management is an independent insurance agency and broker offering commercial and personal insurance placement, employee benefits, surety bonds, and risk management services to business and consumer clients. They emphasize long-standing operation, a team of experienced insurance and surety professionals, and providing multiple coverage options and risk-management advice. Their primary focus is brokering insurance solutions and managing client risk exposures.",55X5CPA6,
Ruggles Sign Company,rugglessign.com,"Versailles, KY",110,Bootstrapped,1946,"Ruggles Sign Company manufactures custom signs and manages end-to-end signage programs for business clients, focusing on design, project management, fabrication, installation, rebranding, and maintenance; they emphasize family ownership, long-term experience, personalized service, and the ability to deliver regional to global signage programs.",55X5CPA6,
Wilson Nurseries Inc,wilsonnurseries.com,"Hampshire, IL",107,Bootstrapped,[unknown],"Wilson Nurseries Inc is a landscape supply company offering a wide range of nursery stock, hardgoods, and accessories such as evergreens, grasses, perennials, shrubs, and natural stone. They also provide delivery services to yards and jobsites, as well as cater to contractors looking for quality plants and materials. Their typical customers include landscapers, contractors, and homeowners looking to enhance their outdoor spaces. Wilson Nurseries Inc claims to differentiate itself through its commitment to quality, convenience, and availability, as well as its extensive knowledge of plant information and its display gardens.",55X5CPA6,
"Gallmar Industries, LLC",fvht.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Quality Drywall Midwest,qualitydrywallmidwest.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
The Atlas Companies,atlas-co.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Solar Energy Solutions,sesre.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Buchanan Contracting Inc.,buchanancontracting.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sentry Steel Inc.,sentrysteelinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
J.R. Hoe,jrhoe.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Adleta Construction,adletagroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
CCI Industrial Services,cciindustrial.us,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Edwards Moving & Rigging,edwardsmoving.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
American Scaffolding Inc.,amscaf.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Swift Roofing,swiftroofing.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Associated Pipe Line,associatedpipeline.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kerkan Roofing Inc,kerkan.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Alliance Corporation,alliancecorporation.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Congleton-Hacker Company,congleton-hacker.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lynn Imaging,lynnimaging.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Thermal Equipment Sales KY,thermaleq.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Contractors Materials Company,cmcmmi.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ABR Construction,abrconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Marrillia Design and Construction,marrillia.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Martin Contracting, Inc",martincontracting.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sterling Thompson Company,sterlingthompson.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Wilson Equipment Company,wilsonequipment.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"C & R Asphalt, LLC",asphaltanimals.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
HB Masonry LLC,hbmasonryky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Branscum Construction Company, Inc.",branscumconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Thacker-Grigsby Telephone Company, Inc.",tgtel.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"H & R Mechanical Contractors, Inc",hrmech.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
R&J Cylinder and Machine,rjcylinder.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
D & D Machinery Movers,ddmachinerymovers.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Parsons Electric, Inc.",parsonselectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Ramey Construction,rameyco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Broughton Construction,broughtonflatwork.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Herrick Company, Inc.",herrick-company.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Smith Contractors,smithcontractorsinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Meridian Wealth Management, LLC",meridianwealthllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Baldwin CPAs, PLLC",baldwincpas.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Universal Contracting Corporation,unicon.cc,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
M&M Services Co Inc,mmservicesky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ENCON Equipment,enconequipment.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
CKSM,cksm.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Mason Structure, Inc",masonstructure.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Castlen Steel,castlensteel.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Insuramax,insuramax.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Ideal Fencing Corp.,idealfencingcorp.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Keller Management Services, LLC",keller-na.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Semper Tek, Inc.",sempertekinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Thoroughbred Contractors, LLC",tbredcontractors.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Highland Roofing,highlandroofing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Martina Bros Co,martinabros.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ACE Consulting,ace-consulting.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Jiffy Fastening Systems Inc,jiffyfastening.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Innovative Demolition Service LLC,innovativedemolition.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Capitol Tunneling Inc,capitoltunneling.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"United Structural Systems Ltd., Inc.",ifixfoundations.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Jmoore Construction,jmoore.construction,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Heritage Window Solutions,heritagewindowsolutions.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
BJB Inc.,bjbrestoration.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Brett Construction Co.,brettcon.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hyland Insurance,hylandins.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Bennett's Contracting, Inc.",bennettscontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lexington Lawn & Landscape,lexlawnky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Turner Insurance & Bonding,turnerfirst.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
45Ninety.Com,45ninety.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Site-Safe,sitesafeonline.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bosse Construction,bosseconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Vc Veterans Contracting LLC,veteranscontractingllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Big League Roofers,bigleagueroofers.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bim Group,bimgroup.us,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Gunter Construction Roofing,gunterroofing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Winelco Inc.,winelco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
SkyRidge,skyridgeparkcity.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
1st Call Disaster Services,1stcalldisasterservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kerr Brothers Funeral Home,kerrbrothersfuneralhome.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Messier & Associates, Inc.",messainc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Southern Sheet Metal Inc,southernsheetmetal.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ISU Insurance and Investment Group,isuinsuranceandinvestmentgroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"McKinney Painting, Inc.",mckinneypainting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Commonwealth Roofing Corp.,commonwealthroofing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lanham Bros,lanhambros.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Wilhite Limited Inc.,wilhitelimited.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ABG Caulking & Waterproofing of Morristown Inc.,abg-caulking.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Mcd Concrete Enterprises,mcdconcrete.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Shelton Construction,sheltonconstruction.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tram Construction KY,tramconstructioninc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ShieldWorks,shieldworks.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hayden Steel,haydensteel.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
RAM Engineering & Construction,ram-engineering.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Packs, Inc.",packsinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Trace Creek Construction, Inc.",tracecreek.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
A1 Sheet Metal Inc.,a1sheetmetal.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
MP Kelly Design & Construction,mpkellyconstruction.com,"Richmond, KY",29,Bootstrapped,2004,"MP Kelly Design & Construction designs and constructs customized industrial and commercial buildings for business clients. They provide pre-construction consulting, design-build, general contracting and construction management services, with specialized capabilities in tilt-up construction and heavy industrial foundations, and emphasize owner/principal involvement and extensive project experience.",55X5CPA6,
"The Rock, LLC",therockllc.com,"Richmond, KY",28,Bootstrapped,[unknown],"THE ROCK is a family-owned masonry contractor offering brick, stone, and block construction and design/build services to commercial builders, developers, and general contractors. They emphasize decades of industry experience and capability across veneer, structural masonry (CMU), cast stone and architectural detailing for building projects.",55X5CPA6,
Cass Concrete,cassconcrete.com,"Danville, KY",28,Bootstrapped,2021,"Cass Concrete provides on-site concrete construction and related services for commercial, industrial, and multi-family housing projects. They offer Gypcrete underlayment and a range of concrete work—foundations, structural renovations, FF & FL floor systems, demolition, paving, sidewalks, curbs, walls, columns, and piers—and position themselves around precision, safety, and efficiency while supporting projects from consultation to completion.",55X5CPA6,
Associated Railroad Contrs Inc,associatedrailroad.com,"Louisville, KY",28,Bootstrapped,[unknown],"Associated Railroad Contractors Inc. offers design and build services, new construction, maintenance, and material and equipment for sale to the railroad industry. Their typical customers are railroad companies, transit agencies, and other organizations involved in the construction and maintenance of rail infrastructure. Associated Railroad Contractors Inc. positions itself as a reliable and experienced partner in the railroad industry, emphasizing their expertise, quality of work, and dedication to meeting their customers' needs.",55X5CPA6,
Ez Construction,ezconst.com,"Louisville, KY",28,Bootstrapped,1970,"E-Z Construction provides design-build site development and concrete construction services for commercial, industrial, and public-sector clients, specializing in park infrastructure, parking and storm systems, and concrete structures. They target manufacturing, commercial, and public-works customers and position themselves as a value-engineered, efficiency-focused contractor with decades of experience and a knowledgeable, certified staff.",55X5CPA6,
Congleton Lumber & Design Center,congletonlumber.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Mountain Valley Insurance,mountainvalleyinsurance.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Commonwealth Sign Company,commonwealthsign.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lodge At Red River Ranch,redriverranch.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kmhlouisville,kmhlouisville.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Holland Excavating,hollandexcavating.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kentucky Associated General Contractors Self Insurers' Fund,kyagcsif.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Jbk, Inc.",flatroofonline.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
S & G Paving,sgpaving.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Prickel Electric, Llc",prickelelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Chas. H. Bilz Insurance Agency, Inc.",bilzinsurance.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Pearce Blackburn Roofing, Llc",pearce-blackburn.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Precision Services,precision-services.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Laswell Electric Company Inc,lecoinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
WC Dillon Co.,wcdilloncompany.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Reed's Sprayfoam Insulation,reedssprayfoam.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
